id,n2024,n2025,name,lat,lon,params,n_pm25_rows_sample_day,sample_key,error,provider,country,has_pm25,active,kind,days,cc,region,city_km,r
1215897,362,348,都城市吉尾町４７３番地の１-1217701,31.756943999999997,131.082222,no|no2|nox|pm25|so2,22.0,records/csv.gz/locationid=1215897/year=2025/month=06/location-1215897-20250624.csv.gz,,,,True,True,reference_likely,710,JP,Other Asia,3.0095261023961473,0.00010800680093148163
1209,358,351,"Kihei, Maui-1209",20.7808,-156.4461,pm25,24.0,records/csv.gz/locationid=1209/year=2025/month=06/location-1209-20250626.csv.gz,,airnow,us,True,True,reference_likely,709,US,North/Central America,1.799441492757056,0.00019000160734350402
1215594,364,365,登米市迫町佐沼字北散田１４７-1217398,38.688611,141.213889,no|no2|nox|pm25,20.0,records/csv.gz/locationid=1215594/year=2025/month=07/location-1215594-20250702.csv.gz,,,,True,True,reference_likely,729,JP,Other Asia,5.5208059322854455,0.00022169971029817326
234235,360,364,Deagon-246531,-27.3292,153.0478,o3|pm10|pm25,24.0,records/csv.gz/locationid=234235/year=2025/month=07/location-234235-20250702.csv.gz,,australia-queensland,au,True,True,reference_likely,724,AU,Oceania,2.1388236805515266,0.00024846868647843134
2195,366,360,Detroit Lakes-2195,46.8511,-95.8467,o3|pm25,24.0,records/csv.gz/locationid=2195/year=2025/month=06/location-2195-20250630.csv.gz,,airnow,us,True,True,reference_likely,726,US,North/Central America,70.2062175380811,0.0003006901069229073
1215685,359,356,福岡市城南区長尾５－１－１-1217489,33.553889,130.383056,no|no2|nox|pm25,22.0,records/csv.gz/locationid=1215685/year=2025/month=07/location-1215685-20250703.csv.gz,,,,True,True,reference_likely,715,JP,Other Asia,5.29121778487158,0.00032938982731045563
783926,364,364,Kecskemét-794527,46.90234,19.68875,no2|o3|pm10|pm25,23.0,records/csv.gz/locationid=783926/year=2025/month=07/location-783926-20250703.csv.gz,,,,True,True,reference_likely,728,HU,Europe,0.4682543499882741,0.0003381350606673772
3318370,17,364,Red Butte-3288307,40.76652,-111.82835,no|no2|nox|o3|pm25,24.0,records/csv.gz/locationid=3318370/year=2025/month=07/location-3318370-20250702.csv.gz,,,,True,True,reference_likely,381,US,North/Central America,5.319032302324138,0.0003902825049895142
2623131,286,365,정자동-2592922,37.36078,127.11933,co|no2|o3|pm10|pm25|so2,21.0,records/csv.gz/locationid=2623131/year=2025/month=07/location-2623131-20250702.csv.gz,,,,True,True,reference_likely,651,KR,Other Asia,8.806425297792941,0.0005868353751119493
1880,365,362,NCore-1880,64.8458,-147.72727,co|o3|pm10|pm25|so2,24.0,records/csv.gz/locationid=1880/year=2025/month=07/location-1880-20250704.csv.gz,,airnow,us,True,True,reference_likely,727,US,North/Central America,1.0294619019231175,0.0009615505794944301
4720,347,364,Braunschweig-4720,52.226939999818,10.473640000430636,no2|o3|pm10|pm25,24.0,records/csv.gz/locationid=4720/year=2025/month=07/location-4720-20250703.csv.gz,,eea,de,True,True,reference_likely,711,DE,Europe,5.645362443976807,0.0011504636251643552
227058,221,361,Newham - Britannia Gate-239354,51.503858,0.020574415,no2|pm25,24.0,records/csv.gz/locationid=227058/year=2025/month=06/location-227058-20250630.csv.gz,,london-air-quality-network,gb,True,True,reference_likely,582,GB,Europe,1.089233406294846,0.0014033155414223675
